gender,age,senior_citizen,dependents,number_of_dependents,married,city,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_value,churn_category,churn_reason
Male,44,No,No,0,Yes,Inglewood,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Electronic check,99.4,26.06,5059.75,0.0,0,1303.0,6362.75,50,Yes,18,Yes,Offer B,Yes,7,4,6479,Stayed,75,0,Not Applicable,
Female,59,No,Yes,3,Yes,Portola Valley,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable,One Year,No,Credit card (automatic),73.7,7.84,4885.85,0.0,0,540.96,5426.81,69,Yes,21,Yes,Offer A,Yes,10,4,4268,Stayed,78,0,Not Applicable,
Male,31,No,Yes,3,No,Tarzana,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Mailed check,64.85,43.69,950.75,0.0,0,655.35,1606.1,15,No,29,Yes,No Offer,No,0,4,4442,Stayed,51,0,Not Applicable,
Female,76,Yes,No,0,Yes,Valencia,Yes,Yes,No,No,Yes,No,No,Yes,No,Cable,One Year,No,Mailed check,60.7,17.12,1597.4,0.0,0,445.12,2042.52,26,No,17,Yes,No Offer,Yes,2,5,2502,Stayed,68,0,Not Applicable,
Female,62,No,Yes,1,Yes,Sutter,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,25.75,24.76,882.55,0.0,0,866.6,1749.15,35,Yes,0,No,Offer C,Yes,5,5,4194,Stayed,49,0,Not Applicable,
Female,73,Yes,No,0,Yes,Lookout,Yes,Yes,No,Yes,Yes,No,No,Yes,No,DSL,One Year,No,Bank transfer (automatic),71.7,30.3,1497.05,0.0,100,636.3,2233.35,21,Yes,18,No,No Offer,Yes,4,5,2784,Stayed,38,0,Not Applicable,
Male,34,No,No,0,No,Beverly Hills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Mailed check,89.25,6.8,4652.4,0.0,0,353.6,5006.0,52,Yes,30,Yes,No Offer,No,0,3,4624,Stayed,31,0,Not Applicable,
Male,28,No,No,0,No,San Bernardino,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,45.45,29.07,1233.15,0.0,0,755.82,1988.97,26,No,42,Yes,Offer C,No,0,3,5451,Stayed,68,0,Not Applicable,
Female,59,No,No,0,Yes,San Jose,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Cable,Two Year,Yes,Electronic check,47.05,0.0,3263.6,0.0,0,0.0,3263.6,71,No,6,Yes,No Offer,Yes,4,4,6302,Stayed,76,0,Not Applicable,
Male,37,No,No,0,No,Fort Bidwell,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,68.25,28.84,2171.15,0.0,0,951.72,3122.87,33,No,23,Yes,No Offer,No,0,2,5647,Churned,91,1,Attitude,Attitude of support person
Male,59,No,Yes,2,Yes,Long Beach,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Cable,Two Year,No,Mailed check,65.85,26.91,4097.05,0.0,0,1776.06,5873.11,66,No,30,Yes,Offer A,Yes,10,3,5500,Stayed,53,0,Not Applicable,
Female,53,No,No,0,No,Big Bar,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.85,31.12,1128.1,0.0,0,1867.2,2995.3,60,No,0,No,Offer B,No,0,4,6213,Stayed,58,0,Not Applicable,
Female,64,No,No,0,Yes,Sonora,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),24.65,24.42,1830.05,0.0,0,1758.24,3588.29,72,Yes,0,No,No Offer,Yes,3,5,5065,Stayed,66,0,Not Applicable,
Male,31,No,No,0,No,Isleton,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,84.5,6.89,84.5,0.0,0,6.89,91.39,1,Yes,12,Yes,No Offer,No,0,2,4340,Churned,73,1,Price,Price too high
Male,34,No,No,0,No,Santa Monica,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),95.0,3.95,3605.6,0.0,0,150.1,3755.7,38,Yes,21,Yes,Offer C,No,0,5,4741,Stayed,63,0,Not Applicable,
Female,77,Yes,No,0,Yes,Los Angeles,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Credit card (automatic),104.4,35.11,6405.0,0.0,0,2141.71,8546.71,61,Yes,17,Yes,No Offer,Yes,1,1,4412,Churned,84,1,Competitor,Competitor had better devices
Female,53,No,No,0,Yes,Lathrop,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,78.9,21.15,1348.95,0.0,0,359.55,1708.5,17,Yes,4,Yes,Offer D,Yes,1,3,2362,Stayed,38,0,Not Applicable,
Male,38,No,No,0,No,Laguna Hills,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),72.8,41.1,3249.4,0.0,0,1890.6,5140.0,46,Yes,26,Yes,Offer B,No,0,4,2642,Stayed,66,0,Not Applicable,
Female,56,No,No,0,No,Mountain Ranch,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,53.8,49.4,283.95,0.0,10,247.0,540.95,5,Yes,22,No,No Offer,No,0,4,2182,Stayed,78,0,Not Applicable,
Male,59,No,Yes,1,Yes,Huntington Beach,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),78.95,3.54,2647.2,0.0,0,120.36,2767.56,34,No,12,Yes,Offer C,Yes,1,3,2074,Stayed,43,0,Not Applicable,
Female,62,No,No,0,No,Fresno,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),80.05,44.96,1345.65,0.0,0,764.32,2109.97,17,Yes,29,Yes,Offer D,No,0,5,3443,Stayed,27,0,Not Applicable,
Male,79,Yes,No,0,Yes,Springville,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),54.55,35.53,825.1,0.0,0,568.48,1393.58,16,No,23,Yes,No Offer,Yes,5,3,3324,Stayed,34,0,Not Applicable,
Female,74,Yes,No,0,No,San Rafael,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.75,13.8,606.25,0.0,0,110.4,716.65,8,Yes,6,Yes,No Offer,No,0,3,4174,Churned,92,1,Competitor,Competitor offered more data
Male,28,No,No,0,Yes,Cool,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),111.45,22.36,5315.1,0.0,0,1073.28,6388.38,48,Yes,59,Yes,Offer B,Yes,9,3,2319,Stayed,74,0,Not Applicable,
Female,46,No,No,0,Yes,Clovis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),59.85,0.0,3590.2,0.0,0,0.0,3590.2,60,No,19,Yes,Offer B,Yes,1,5,5790,Stayed,37,0,Not Applicable,
Female,54,No,No,0,No,San Diego,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),79.85,26.81,2015.35,0.0,0,670.25,2685.6,25,No,12,Yes,Offer C,No,0,2,4535,Churned,91,1,Competitor,Competitor made better offer
Female,65,Yes,No,0,No,Adelanto,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),108.1,26.87,7774.05,0.0,0,1934.64,9708.69,72,Yes,20,Yes,Offer A,No,0,5,4474,Stayed,71,0,Not Applicable,
Female,69,Yes,No,0,No,Moorpark,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Credit card (automatic),102.85,11.63,6976.75,0.0,60,767.58,7804.33,66,Yes,5,No,Offer A,No,0,3,5569,Stayed,40,0,Not Applicable,
Female,30,No,Yes,2,Yes,Santa Fe Springs,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,Month-to-Month,Yes,Mailed check,71.35,29.14,2847.2,0.0,0,1165.6,4012.8,40,No,48,Yes,No Offer,Yes,4,4,5807,Stayed,43,0,Not Applicable,
Male,79,Yes,No,0,No,Portola Valley,No,Yes,No,No,No,No,Yes,Yes,No,DSL,One Year,Yes,Electronic check,45.25,0.0,3264.45,0.0,0,0.0,3264.45,70,No,20,Yes,No Offer,No,0,2,5824,Churned,90,1,Attitude,Attitude of service provider
Male,63,No,No,0,No,Moss Beach,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.15,26.37,405.6,0.0,0,606.51,1012.11,23,No,0,No,Offer D,No,0,4,4402,Stayed,63,0,Not Applicable,
Male,75,Yes,No,0,Yes,Paskenta,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.7,46.61,3171.15,0.0,0,1724.57,4895.72,37,Yes,26,Yes,Offer C,Yes,1,2,4712,Churned,86,1,Competitor,Competitor offered higher download speeds
Male,63,No,No,0,No,Camarillo,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),69.5,27.04,3418.2,5.73,0,1352.0,4764.47,50,Yes,2,Yes,No Offer,No,0,5,4145,Stayed,76,0,Not Applicable,
Male,37,No,Yes,2,Yes,Huntington Beach,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Two Year,No,Bank transfer (automatic),60.5,43.24,3694.45,0.0,0,2594.4,6288.85,60,No,28,Yes,No Offer,Yes,7,3,6026,Stayed,43,0,Not Applicable,
Male,23,No,No,0,No,Los Banos,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),20.45,35.21,162.3,0.0,0,281.68,443.98,8,No,0,No,Offer E,No,0,3,5624,Stayed,24,0,Not Applicable,
Male,73,Yes,No,0,Yes,Mount Laguna,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,103.0,17.43,4414.3,0.0,0,749.49,5163.79,43,Yes,26,Yes,Offer B,Yes,1,1,2505,Churned,91,1,Competitor,Competitor had better devices
Male,32,No,No,0,No,Petaluma,Yes,Yes,Yes,No,No,Yes,Yes,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),62.25,7.65,612.95,0.0,0,76.5,689.45,10,No,17,Yes,Offer D,No,0,3,3415,Stayed,76,0,Not Applicable,
Female,62,No,Yes,2,No,San Francisco,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.3,16.96,1275.65,0.0,0,203.52,1479.17,12,Yes,18,Yes,No Offer,No,0,3,5913,Stayed,72,0,Not Applicable,
Male,62,No,No,0,No,Berkeley,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,70.35,28.84,2552.9,0.0,0,1067.08,3619.98,37,No,25,Yes,No Offer,No,0,3,5402,Stayed,32,0,Not Applicable,
Male,43,No,Yes,3,Yes,Rancho Cordova,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,79.4,13.45,4238.45,0.0,0,739.75,4978.2,55,No,53,Yes,No Offer,Yes,9,4,4162,Stayed,32,0,Not Applicable,
Female,54,No,Yes,1,Yes,San Andreas,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Cable,One Year,Yes,Mailed check,59.3,18.85,3274.35,0.0,0,1074.45,4348.8,57,No,24,Yes,Offer B,Yes,6,3,6287,Stayed,38,0,Not Applicable,
Male,48,No,No,0,No,Mendocino,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,69.95,27.58,69.95,0.0,0,27.58,97.53,1,No,16,Yes,Offer E,No,0,1,5066,Churned,79,1,Other,Moved
Male,68,Yes,No,0,No,Buena Park,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.5,26.11,1201.15,29.84,140,339.43,1650.74,13,No,4,No,No Offer,No,0,1,5394,Churned,76,1,Competitor,Competitor had better devices
Female,29,No,No,0,No,San Diego,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Credit card (automatic),85.1,2.49,3662.25,0.0,30,107.07,3799.32,43,Yes,53,No,No Offer,No,0,3,2319,Stayed,5,0,Not Applicable,
Male,32,No,Yes,2,No,Valencia,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.75,15.02,1124.2,0.0,0,916.22,2040.42,61,No,0,No,Offer B,No,0,4,5411,Stayed,76,0,Not Applicable,
Female,23,No,Yes,3,Yes,Beaumont,Yes,Yes,No,Yes,Yes,No,Yes,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),69.15,24.28,235.0,0.0,0,72.84,307.84,3,Yes,73,No,No Offer,Yes,3,3,2301,Joined,22,0,Not Applicable,
Male,42,No,No,0,Yes,Montebello,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,93.15,17.4,6368.2,0.0,90,1165.8,7624.0,67,Yes,11,No,Offer A,Yes,5,4,4001,Stayed,59,0,Not Applicable,
Female,55,No,No,0,Yes,Shasta,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,23.85,21.19,1672.1,0.0,0,1504.49,3176.59,71,Yes,0,No,No Offer,Yes,4,5,6166,Stayed,77,0,Not Applicable,
Male,44,No,Yes,3,Yes,Elk,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Credit card (automatic),71.6,40.57,4230.25,45.54,0,2353.06,6537.77,58,Yes,25,Yes,No Offer,Yes,1,4,4747,Stayed,49,0,Not Applicable,
Male,64,No,Yes,2,Yes,Walnut Creek,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,78.65,36.15,1663.75,0.0,0,795.3,2459.05,22,Yes,11,Yes,No Offer,Yes,6,3,3571,Stayed,67,0,Not Applicable,
Male,55,No,Yes,2,No,Banning,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Mailed check,89.55,9.36,5012.35,30.45,0,533.52,5515.42,57,Yes,20,Yes,Offer B,No,0,4,4260,Stayed,22,0,Not Applicable,
Male,31,No,No,0,No,Temecula,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,19.8,4.72,1311.3,0.0,0,316.24,1627.54,67,No,0,No,No Offer,No,0,3,4260,Stayed,75,0,Not Applicable,
Female,56,No,Yes,2,Yes,Brownsville,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),19.2,20.57,702.9,0.0,0,740.52,1443.42,36,No,0,No,Offer C,Yes,3,5,3043,Stayed,79,0,Not Applicable,
Male,52,No,Yes,1,Yes,Sunol,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL,Two Year,No,Bank transfer (automatic),68.4,15.96,4855.35,0.0,0,1149.12,6004.47,72,No,26,Yes,No Offer,Yes,7,3,5504,Stayed,79,0,Not Applicable,
Female,66,Yes,No,0,Yes,Lytle Creek,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Two Year,No,Bank transfer (automatic),78.5,32.37,5602.25,0.0,0,2330.64,7932.89,72,Yes,22,Yes,Offer A,Yes,4,3,6072,Stayed,69,0,Not Applicable,
Female,26,No,No,0,No,Redwood City,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),76.15,21.67,1992.95,0.0,0,541.75,2534.7,25,No,48,Yes,No Offer,No,0,3,3955,Stayed,32,0,Not Applicable,
Female,24,No,No,0,Yes,Bishop,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Bank transfer (automatic),49.85,0.0,617.15,0.0,0,0.0,617.15,12,No,82,Yes,Offer D,Yes,10,3,2873,Stayed,24,0,Not Applicable,
Male,51,No,No,0,No,Ventura,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),114.95,14.63,7711.25,0.0,0,1024.1,8735.35,70,Yes,30,Yes,Offer A,No,0,3,4511,Stayed,26,0,Not Applicable,
Male,41,No,No,0,Yes,Piru,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.5,36.44,74.5,0.0,0,36.44,110.94,1,Yes,16,Yes,No Offer,No,0,3,5554,Churned,75,1,Attitude,Attitude of service provider
Female,52,No,No,0,Yes,Garden Grove,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,102.45,25.88,102.45,0.0,0,25.88,128.33,1,Yes,9,Yes,No Offer,Yes,1,1,4811,Churned,85,1,Attitude,Attitude of service provider
Male,60,No,No,0,No,Fresno,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Mailed check,103.85,15.89,2215.0,0.0,0,333.69,2548.69,21,Yes,3,Yes,Offer D,No,0,3,4520,Stayed,77,0,Not Applicable,
Female,32,No,Yes,3,Yes,Kenwood,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),101.15,28.64,6638.35,0.0,30,1775.68,8444.03,62,Yes,52,No,No Offer,Yes,4,3,5735,Stayed,36,0,Not Applicable,
Female,22,No,No,0,No,Los Banos,Yes,Yes,No,Yes,Yes,No,Yes,No,No,DSL,One Year,No,Bank transfer (automatic),65.25,1.74,1441.8,0.0,0,38.28,1480.08,22,No,85,Yes,No Offer,No,0,5,5146,Stayed,52,0,Not Applicable,
Female,59,No,No,0,No,Rowland Heights,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,95.5,27.68,6153.85,0.0,80,1799.2,8033.05,65,Yes,6,No,No Offer,No,0,5,6153,Stayed,35,0,Not Applicable,
Female,48,No,No,0,No,Newbury Park,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.3,32.63,755.5,0.0,0,1239.94,1995.44,38,No,0,No,No Offer,No,0,5,4705,Stayed,32,0,Not Applicable,
Male,63,No,No,0,Yes,Torrance,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),54.3,0.0,2390.45,0.0,0,0.0,2390.45,44,No,18,Yes,No Offer,Yes,1,3,3222,Stayed,64,0,Not Applicable,
Female,61,No,No,0,No,Oroville,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.55,7.35,124.45,0.0,0,44.1,168.55,6,No,0,No,Offer E,No,0,5,5980,Stayed,61,0,Not Applicable,
Male,59,No,No,0,Yes,Calpine,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),69.2,47.46,4671.65,0.0,0,3179.82,7851.47,67,No,20,Yes,No Offer,No,0,3,4323,Stayed,43,0,Not Applicable,
Male,33,No,No,0,No,La Palma,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,79.0,48.66,143.65,0.0,0,97.32,240.97,2,No,21,Yes,No Offer,No,0,3,5239,Churned,92,1,Attitude,Attitude of support person
Male,45,No,No,0,No,Palo Verde,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,104.95,33.93,7544.3,25.42,0,2442.96,9961.84,72,Yes,18,Yes,No Offer,No,0,5,5760,Stayed,20,0,Not Applicable,
Female,42,No,No,0,No,Fillmore,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.6,22.89,827.3,0.0,0,915.6,1742.9,40,No,0,No,No Offer,No,0,3,3091,Stayed,27,0,Not Applicable,
Female,75,Yes,No,0,No,Loleta,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,69.25,29.68,69.25,0.0,0,29.68,98.93,1,No,18,Yes,Offer E,No,0,2,4371,Churned,75,1,Attitude,Attitude of support person
Male,76,Yes,No,0,Yes,Fontana,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,70.2,24.42,834.7,0.0,0,268.62,1103.32,11,No,29,Yes,Offer D,Yes,7,3,2848,Stayed,29,0,Not Applicable,
Female,20,No,No,0,Yes,Santa Barbara,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.5,34.14,6985.65,0.0,0,2219.1,9204.75,65,Yes,26,Yes,No Offer,Yes,7,1,5720,Churned,89,1,Competitor,Competitor had better devices
Female,50,No,No,0,Yes,Klamath,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),104.3,5.46,7188.5,0.0,30,382.2,7600.7,70,Yes,30,No,No Offer,Yes,9,4,5583,Stayed,70,0,Not Applicable,
Male,25,No,No,0,No,Stockton,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.9,40.22,1048.85,0.0,0,402.2,1451.05,10,No,41,Yes,Offer D,No,0,1,2832,Churned,83,1,Competitor,Competitor had better devices
Female,78,Yes,No,0,Yes,Newport Beach,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,100.8,17.35,100.8,0.0,0,17.35,118.15,1,Yes,23,Yes,No Offer,Yes,4,1,3128,Churned,65,1,Attitude,Attitude of service provider
Male,27,No,Yes,1,Yes,Santa Rosa,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),19.5,39.53,798.2,0.0,0,1620.73,2418.93,41,No,0,No,Offer B,Yes,8,4,2446,Stayed,72,0,Not Applicable,
Male,30,No,Yes,2,Yes,Burbank,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Cable,Month-to-Month,Yes,Credit card (automatic),70.3,44.57,1706.45,0.0,0,1069.68,2776.13,24,No,26,Yes,No Offer,Yes,6,3,3359,Stayed,56,0,Not Applicable,
Male,49,No,No,0,Yes,Homeland,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.2,18.79,167.5,0.0,0,37.58,205.08,2,No,19,Yes,No Offer,Yes,4,2,3715,Churned,72,1,Other,Don't know
Female,27,No,Yes,1,Yes,Montebello,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.85,39.89,62.9,0.0,0,159.56,222.46,4,No,0,No,No Offer,Yes,1,5,3172,Stayed,76,0,Not Applicable,
Male,79,Yes,No,0,Yes,Earlimart,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,94.8,46.44,1563.9,0.0,0,789.48,2353.38,17,Yes,13,Yes,No Offer,Yes,7,3,4831,Stayed,49,0,Not Applicable,
Male,36,No,Yes,1,Yes,Turlock,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,25.75,26.83,1686.15,0.0,0,1824.44,3510.59,68,Yes,0,No,No Offer,Yes,10,4,5434,Stayed,26,0,Not Applicable,
Male,32,No,No,0,No,Santa Barbara,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,88.45,49.14,370.65,0.0,0,196.56,567.21,4,No,15,Yes,No Offer,No,0,3,2456,Churned,91,1,Other,Don't know
Female,19,No,No,0,No,Escondido,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Cable,One Year,No,Credit card (automatic),59.1,34.01,772.85,0.0,0,476.14,1248.99,14,No,69,Yes,Offer D,No,0,4,5718,Stayed,58,0,Not Applicable,
Male,47,No,No,0,Yes,Fresno,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,102.4,17.75,6444.05,0.0,0,1118.25,7562.3,63,Yes,15,Yes,No Offer,Yes,1,4,5096,Stayed,43,0,Not Applicable,
Female,34,No,No,0,Yes,Gazelle,No,Yes,Yes,No,No,Yes,No,No,No,Cable,Month-to-Month,No,Bank transfer (automatic),34.0,0.0,1505.35,49.22,0,0.0,1456.13,43,No,21,Yes,Offer B,Yes,9,3,5409,Stayed,74,0,Not Applicable,
Male,57,No,No,0,Yes,South Gate,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Mailed check,84.0,6.22,5714.25,0.0,0,410.52,6124.77,66,Yes,26,Yes,Offer A,No,0,4,5825,Stayed,24,0,Not Applicable,
Female,78,Yes,No,0,No,San Gabriel,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Electronic check,101.35,43.98,780.5,0.0,0,351.84,1132.34,8,Yes,27,Yes,No Offer,No,0,3,5546,Churned,68,1,Attitude,Attitude of support person
Male,21,No,No,0,No,Pacific Palisades,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.0,8.38,73.45,0.0,0,33.52,106.97,4,No,0,No,No Offer,No,0,5,4345,Stayed,28,0,Not Applicable,
Male,79,Yes,No,0,No,Hornbrook,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,74.85,45.41,156.4,0.0,0,90.82,247.22,2,Yes,18,Yes,Offer E,No,0,2,5378,Churned,84,1,Competitor,Competitor made better offer
Male,21,No,No,0,No,Lancaster,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.75,29.33,19.75,0.0,0,29.33,49.08,1,No,0,No,No Offer,No,0,3,4851,Churned,91,1,Competitor,Competitor made better offer
Female,51,No,No,0,Yes,Pope Valley,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,48.75,0.0,442.2,0.0,10,0.0,452.2,9,No,10,No,No Offer,Yes,1,2,4359,Churned,90,1,Price,Lack of affordable download/upload speed
Female,68,Yes,No,0,Yes,San Diego,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),99.75,25.27,1836.25,0.0,0,454.86,2291.11,18,Yes,15,Yes,No Offer,Yes,1,2,5857,Churned,68,1,Attitude,Attitude of support person
Male,53,No,No,0,No,Escondido,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),87.65,6.2,2766.4,47.87,150,198.4,3066.93,32,Yes,25,No,No Offer,No,0,3,2426,Stayed,66,0,Not Applicable,
Male,48,No,Yes,2,No,Pine Valley,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.55,14.37,819.95,0.0,0,632.28,1452.23,44,No,0,No,Offer B,No,0,3,5860,Stayed,40,0,Not Applicable,
Male,20,No,Yes,3,No,San Diego,No,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,25.3,0.0,25.3,0.0,10,0.0,35.3,1,No,51,No,No Offer,No,0,2,5421,Churned,91,1,Competitor,Competitor made better offer
