gender,age,senior_citizen,dependents,number_of_dependents,city,phone_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,number_of_referrals,satisfaction_score,cltv,churn_score,churn_value
Female,30,No,Yes,3,Kernville,Yes,Yes,Yes,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,54.5,46.27,38,No,30,Yes,No Offer,5,3,5499,23,0
Female,57,No,No,0,Litchfield,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),106.75,2.93,71,Yes,10,Yes,Offer A,0,3,5610,32,0
Female,40,No,No,0,Quincy,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,81.0,12.92,16,No,12,No,No Offer,0,1,2335,83,1
Female,61,No,No,0,Whittier,No,Yes,No,No,No,No,No,No,Cable,Two Year,No,Bank transfer (automatic),31.05,0.0,36,No,27,Yes,Offer C,0,4,4871,54,0
Male,58,No,No,0,San Diego,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Mailed check,51.25,6.44,1,No,4,Yes,No Offer,0,1,2180,94,1
Male,19,No,Yes,3,Greenfield,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.2,40.76,52,No,0,No,No Offer,10,5,4203,78,0
Female,64,No,No,0,Vallejo,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Mailed check,89.6,36.76,4,Yes,20,Yes,Offer E,0,1,4689,87,1
Male,40,No,No,0,Lamont,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Two Year,Yes,Mailed check,69.55,17.43,65,Yes,30,Yes,Offer B,10,3,5420,74,0
Male,39,No,No,0,Meadow Valley,Yes,No,No,No,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),70.45,33.71,38,No,17,Yes,No Offer,0,3,5437,82,1
Male,38,No,No,0,Casmalia,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),99.25,36.54,64,Yes,14,Yes,Offer B,0,4,5213,59,0
Male,60,No,No,0,San Diego,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),98.65,34.72,71,Yes,10,Yes,No Offer,8,5,5101,28,0
Male,47,No,No,0,Fullerton,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,106.75,49.31,59,Yes,21,No,No Offer,7,1,4508,81,1
Male,22,No,No,0,South Pasadena,No,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,29.9,0.0,3,No,41,Yes,No Offer,5,3,4416,23,0
Male,50,No,Yes,2,Arvin,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),25.4,19.09,68,Yes,0,No,No Offer,10,4,5668,72,0
Male,52,No,No,0,Trabuco Canyon,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,94.4,28.85,30,Yes,6,No,Offer C,1,1,2792,71,1
Male,37,No,No,0,Valencia,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,25.1,47.29,6,Yes,0,No,No Offer,4,4,5161,31,0
Female,30,No,No,0,Earlimart,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),69.55,26.26,3,No,30,Yes,No Offer,0,1,2876,87,1
Male,29,No,No,0,Long Beach,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,91.15,12.69,37,Yes,69,No,Offer C,0,3,3194,37,0
Female,24,No,No,0,West Covina,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,54.45,5.3,68,Yes,59,Yes,No Offer,0,3,5310,24,0
Male,53,No,Yes,3,Santa Clara,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,24.8,32.54,15,Yes,0,No,No Offer,0,3,3965,57,0
Female,48,No,No,0,Summerland,Yes,No,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),65.2,47.45,16,Yes,30,Yes,No Offer,0,1,4722,73,1
Male,59,No,Yes,2,Santa Maria,No,Yes,No,Yes,No,No,No,No,DSL,One Year,No,Mailed check,34.8,0.0,59,No,19,Yes,Offer B,0,4,6300,23,0
Female,53,No,No,0,San Francisco,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),70.5,41.78,17,No,16,Yes,Offer D,0,3,3650,53,0
Male,24,No,Yes,1,San Miguel,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,20.0,16.02,41,No,0,No,No Offer,5,3,5743,60,0
Female,61,No,No,0,Cathedral City,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),105.4,49.26,64,Yes,18,Yes,Offer B,8,3,4512,24,0
Female,38,No,No,0,Tollhouse,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,45.0,15.5,2,No,12,Yes,Offer E,8,4,5225,60,0
Male,19,No,No,0,Santee,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),19.9,6.26,49,No,0,No,Offer B,0,3,5240,71,0
Male,47,No,No,0,El Segundo,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Mailed check,92.45,3.08,69,Yes,20,Yes,No Offer,9,3,4452,56,0
Male,77,Yes,No,0,National City,No,Yes,Yes,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,44.85,0.0,55,No,30,Yes,Offer B,0,3,5829,49,0
Male,43,No,No,0,Mc Farland,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,One Year,No,Mailed check,79.25,9.26,37,Yes,28,Yes,No Offer,6,3,2322,74,0
Female,20,No,Yes,2,Los Angeles,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,24.45,31.53,56,Yes,0,No,Offer B,2,3,5577,52,0
Male,39,No,No,0,San Diego,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,101.4,49.64,43,Yes,27,Yes,No Offer,0,1,3370,90,1
Male,33,No,No,0,San Francisco,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),94.05,10.5,30,Yes,22,Yes,Offer C,1,3,4095,68,1
Female,48,No,No,0,San Diego,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),104.95,8.91,25,Yes,10,Yes,Offer C,1,3,3642,66,1
Male,24,No,No,0,Hemet,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.15,21.72,50,No,0,No,No Offer,0,5,5249,29,0
Male,72,Yes,No,0,Palmdale,Yes,No,No,No,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,70.05,2.97,1,No,5,Yes,Offer E,0,3,2469,51,0
Female,69,Yes,No,0,Stockton,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.2,22.34,1,No,12,Yes,No Offer,0,5,2422,47,0
Male,69,Yes,No,0,Long Beach,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.0,5.99,32,Yes,23,Yes,No Offer,1,1,4584,94,1
Male,50,No,No,0,Chula Vista,Yes,No,Yes,No,Yes,Yes,No,No,DSL,One Year,Yes,Electronic check,69.0,45.97,35,Yes,13,Yes,Offer C,6,3,5283,59,0
Male,44,No,No,0,Sacramento,No,Yes,No,No,Yes,Yes,No,No,Cable,Two Year,No,Electronic check,43.9,0.0,67,No,17,Yes,No Offer,0,4,6344,62,0
Female,56,No,No,0,Garden Grove,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.45,16.15,3,No,13,Yes,No Offer,0,3,3591,84,1
Male,29,No,No,0,San Diego,Yes,No,Yes,No,No,Yes,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),91.85,36.75,65,Yes,73,Yes,No Offer,0,3,5530,82,1
Male,31,No,No,0,Manhattan Beach,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,70.6,36.12,1,No,14,Yes,No Offer,0,3,3530,61,0
Female,50,No,No,0,Loyalton,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,19.25,35.4,22,No,0,No,No Offer,0,3,2691,52,0
Female,31,No,No,0,Inglewood,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),20.45,3.05,4,No,0,No,No Offer,0,5,4344,40,0
Female,38,No,No,0,Dos Rios,Yes,No,Yes,No,Yes,No,No,No,DSL,One Year,No,Electronic check,55.45,1.6,43,No,19,No,No Offer,0,4,3350,48,0
Female,52,No,No,0,Vina,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),70.55,30.54,6,No,27,Yes,Offer E,0,3,4059,52,0
Male,62,No,No,0,Weldon,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.55,42.25,47,No,0,No,Offer B,0,5,3313,56,0
Female,21,No,No,0,Lancaster,Yes,No,No,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),20.2,10.49,25,No,0,No,No Offer,2,3,4129,23,0
Female,49,No,No,0,Palo Alto,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.8,41.99,37,No,0,No,No Offer,0,5,5336,61,0
Male,51,No,Yes,2,San Jose,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),103.25,21.86,68,No,29,Yes,No Offer,2,4,4751,22,0
Female,37,No,No,0,San Francisco,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,81.15,3.84,13,No,4,Yes,No Offer,0,1,4806,79,1
Male,47,No,Yes,1,Alameda,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.7,3.65,63,No,0,No,No Offer,0,5,4235,63,0
Female,33,No,Yes,2,Susanville,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),88.5,18.72,41,Yes,10,Yes,No Offer,0,3,5984,27,0
Female,53,No,No,0,Cedarville,No,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,29.15,0.0,4,No,2,No,No Offer,0,4,2657,78,0
Female,58,No,Yes,2,Downey,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.4,48.79,1,No,0,No,No Offer,6,5,3160,72,0
Male,33,No,No,0,San Francisco,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.25,4.24,35,No,0,No,Offer C,0,4,2682,77,0
Male,28,No,No,0,Rialto,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),50.4,29.74,3,Yes,59,Yes,No Offer,0,5,4639,53,0
Female,53,No,No,0,Long Beach,Yes,No,Yes,No,No,Yes,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),58.6,3.2,47,No,18,Yes,No Offer,8,4,2613,33,0
Female,33,No,No,0,Los Banos,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.25,25.4,3,No,10,Yes,Offer E,0,4,2156,46,0
Male,64,No,No,0,Fallbrook,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),114.1,23.27,72,Yes,3,Yes,No Offer,6,3,4965,61,0
Female,20,No,No,0,San Diego,Yes,No,No,No,Yes,No,No,No,Cable,Month-to-Month,Yes,Electronic check,50.8,22.82,1,No,27,Yes,No Offer,0,2,4535,68,1
Male,22,No,No,0,Ballico,No,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),24.9,0.0,2,No,48,No,No Offer,0,3,4033,41,0
Male,50,No,No,0,Santee,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.5,35.35,63,No,0,No,No Offer,0,5,5997,28,0
Female,29,No,Yes,5,Lagunitas,Yes,No,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),60.6,31.99,53,No,59,Yes,No Offer,3,4,4854,38,0
Female,49,No,Yes,3,Los Angeles,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.0,19.18,3,No,22,Yes,No Offer,2,3,4264,76,0
Male,27,No,No,0,West Covina,Yes,No,Yes,Yes,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Credit card (automatic),69.05,26.03,9,Yes,59,Yes,Offer E,4,4,2907,60,0
Female,49,No,No,0,Fountain Valley,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),92.15,19.68,66,Yes,28,Yes,Offer A,0,4,4928,77,0
Male,48,No,Yes,3,Penn Valley,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,49.15,34.7,6,No,51,Yes,Offer E,1,3,4076,43,0
Male,63,No,No,0,San Geronimo,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.65,6.54,47,No,0,No,No Offer,7,5,2021,77,0
Female,64,No,No,0,Turlock,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,100.05,39.74,30,Yes,22,Yes,No Offer,1,1,4664,91,1
Female,22,No,Yes,3,Palmdale,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),24.65,43.69,18,Yes,0,No,No Offer,9,3,5231,78,0
Male,44,No,Yes,1,Tranquillity,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.05,33.1,38,Yes,0,No,Offer C,9,3,3772,73,0
Female,44,No,No,0,Corning,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),106.1,30.09,53,No,11,Yes,No Offer,1,3,4471,94,1
Female,57,No,No,0,Lathrop,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,94.4,21.82,17,Yes,23,Yes,Offer D,0,1,2825,66,1
Female,26,No,No,0,Los Angeles,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,115.65,33.73,45,Yes,30,Yes,No Offer,0,3,3974,75,0
Male,71,Yes,No,0,Los Angeles,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),107.35,7.86,66,Yes,26,Yes,No Offer,7,4,4138,53,0
Female,26,No,No,0,San Rafael,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.2,33.46,42,Yes,52,Yes,Offer B,0,1,2317,89,1
Female,23,No,No,0,Atascadero,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),24.7,47.9,58,Yes,0,No,Offer B,0,4,5138,54,0
Male,71,Yes,Yes,1,Mather,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),49.25,8.38,1,No,19,Yes,No Offer,3,3,4478,84,1
Female,74,Yes,No,0,Boron,No,No,No,Yes,No,Yes,No,No,Cable,Month-to-Month,Yes,Electronic check,40.3,0.0,30,No,7,No,No Offer,0,2,3016,94,1
Female,38,No,No,0,Los Osos,Yes,No,No,No,Yes,No,No,No,Cable,Month-to-Month,Yes,Mailed check,54.35,25.81,2,Yes,7,Yes,No Offer,0,5,4916,71,0
Male,20,No,No,0,Escondido,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Electronic check,24.5,32.18,71,Yes,0,No,No Offer,9,4,4058,38,0
Female,48,No,No,0,Glennville,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,Yes,Credit card (automatic),62.55,8.4,45,No,8,Yes,Offer B,0,3,2935,80,0
Male,63,No,No,0,Berkeley,No,Yes,No,Yes,Yes,No,No,No,DSL,Two Year,No,Credit card (automatic),40.4,0.0,46,No,26,No,Offer B,6,3,2519,44,0
Male,23,No,No,0,El Cajon,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Electronic check,80.8,35.07,72,No,53,Yes,Offer A,8,5,4689,75,0
Female,55,No,Yes,2,La Verne,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,One Year,Yes,Electronic check,84.6,14.54,53,Yes,18,Yes,No Offer,0,5,4733,60,0
Female,42,No,No,0,West Hills,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),109.7,18.66,72,Yes,3,Yes,Offer A,7,4,5945,74,0
Male,75,Yes,No,0,Kelseyville,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Electronic check,88.2,26.0,49,Yes,16,Yes,Offer B,5,4,5987,24,0
Female,54,No,No,0,Laytonville,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,100.5,28.2,5,Yes,29,Yes,No Offer,0,3,5180,85,1
Male,67,Yes,No,0,Carmichael,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.95,16.32,14,Yes,11,Yes,Offer D,0,3,2075,70,1
Female,35,No,No,0,Salida,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),88.15,32.83,44,No,24,Yes,Offer B,0,4,4112,59,0
Male,42,No,No,0,San Diego,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.25,39.03,2,No,30,No,Offer E,0,1,5055,80,1
Female,20,No,No,0,San Jose,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Electronic check,90.15,47.46,55,Yes,53,Yes,Offer B,8,3,4712,77,0
Female,23,No,No,0,Los Angeles,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,96.05,35.7,18,No,26,Yes,Offer D,0,1,5581,90,1
Male,65,Yes,No,0,Palo Alto,No,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,50.25,0.0,59,No,23,Yes,No Offer,4,4,5546,27,0
Female,26,No,Yes,3,Greenville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),116.15,27.47,34,Yes,51,Yes,No Offer,0,4,5104,46,0
Male,56,No,No,0,Los Angeles,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,80.1,12.35,5,No,13,Yes,No Offer,0,3,5225,22,0
Female,76,Yes,No,0,Los Angeles,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,94.5,3.66,43,Yes,22,Yes,No Offer,4,3,4745,32,0
Female,59,No,Yes,1,Valley Center,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,65.5,25.89,10,No,22,Yes,Offer D,1,5,3137,44,0
Male,46,No,No,0,Claremont,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.0,17.03,2,No,0,No,Offer E,0,5,3922,77,0
Female,63,No,No,0,Fallbrook,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,69.15,45.76,51,No,13,No,Offer B,1,4,5187,55,0
Male,22,No,Yes,2,Santa Paula,Yes,No,No,No,No,No,No,No,DSL,One Year,Yes,Bank transfer (automatic),44.8,36.61,50,No,41,Yes,No Offer,10,5,6115,44,0
Male,80,Yes,Yes,2,Huntington Park,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Electronic check,99.0,4.51,61,Yes,22,Yes,No Offer,10,5,5177,20,0
Female,51,No,Yes,1,Frazier Park,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),54.15,19.63,13,No,12,Yes,Offer D,5,3,4977,43,0
Male,74,Yes,No,0,El Sobrante,No,No,No,Yes,Yes,Yes,No,No,DSL,Two Year,No,Credit card (automatic),45.4,0.0,5,No,4,Yes,No Offer,0,5,2599,68,0
Male,29,No,No,0,Oceanside,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),20.55,7.32,1,No,0,No,Offer E,0,4,4801,28,0
Female,30,No,No,0,Palm Desert,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.15,1.57,39,No,0,No,Offer C,0,3,2007,44,0
Female,77,Yes,No,0,Red Bluff,Yes,Yes,Yes,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),106.75,41.85,37,Yes,2,Yes,Offer C,0,1,5849,92,1
Male,60,No,Yes,1,Pittsburg,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic,One Year,Yes,Mailed check,85.85,11.48,56,No,10,Yes,No Offer,4,4,5058,28,0
Male,25,No,No,0,Alviso,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,94.9,11.5,4,No,41,Yes,No Offer,0,4,3094,22,0
Male,20,No,Yes,1,Loma Linda,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),61.4,10.74,14,No,59,No,No Offer,3,4,3186,22,0
Male,28,No,Yes,2,Fontana,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,97.2,39.09,71,Yes,69,Yes,Offer A,7,3,4603,43,0
Male,54,No,Yes,1,Rocklin,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),25.85,2.65,27,Yes,0,No,No Offer,0,5,2682,21,0
Male,51,No,No,0,Leggett,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.3,1.57,2,No,26,Yes,Offer E,0,4,2980,37,0
Male,20,No,No,0,San Ysidro,Yes,Yes,Yes,Yes,No,No,No,Yes,DSL,One Year,Yes,Bank transfer (automatic),60.3,2.43,41,No,69,Yes,No Offer,8,3,4565,50,0
Male,36,No,No,0,Blairsden Graeagle,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.75,11.24,29,No,16,Yes,No Offer,1,1,2663,73,1
Male,47,No,No,0,South Lake Tahoe,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.85,1.13,1,No,6,Yes,Offer E,0,3,5086,80,1
Female,44,No,No,0,Williams,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.2,23.72,1,No,19,Yes,No Offer,0,3,4073,82,1
Male,26,No,No,0,Coarsegold,Yes,Yes,No,No,Yes,Yes,No,No,DSL,One Year,Yes,Credit card (automatic),72.8,15.41,32,Yes,46,Yes,No Offer,10,5,3278,78,0
Female,20,No,No,0,Concord,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,99.4,12.39,49,No,46,No,No Offer,1,4,4725,59,0
Male,49,No,No,0,Oroville,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,53.95,31.16,1,No,11,Yes,No Offer,0,1,2771,90,1
Female,54,No,No,0,Union City,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),19.0,13.13,49,No,0,No,Offer B,3,3,4066,39,0
Female,27,No,No,0,Fallbrook,Yes,No,No,No,No,No,No,Yes,Cable,Month-to-Month,Yes,Electronic check,49.4,24.83,2,Yes,52,Yes,No Offer,0,1,5115,90,1
Female,27,No,No,0,South San Francisco,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),98.3,38.76,9,Yes,82,Yes,No Offer,0,2,2954,81,1
Male,47,No,No,0,Santa Ysabel,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,One Year,No,Electronic check,81.9,35.13,39,No,29,Yes,No Offer,0,4,3446,46,0
Female,58,No,Yes,1,Long Beach,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),117.5,33.37,72,Yes,16,Yes,No Offer,9,4,6009,47,0
Male,37,No,No,0,Greenfield,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),87.95,43.37,6,Yes,12,Yes,No Offer,0,3,2684,47,0
Male,60,No,Yes,1,Santa Clara,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic,One Year,No,Electronic check,89.55,18.29,67,Yes,11,Yes,Offer A,10,3,6194,69,0
Male,28,No,No,0,Escalon,No,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,25.1,0.0,3,No,69,Yes,Offer E,0,5,2013,58,0
Male,58,No,Yes,1,Manton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),113.45,9.19,47,Yes,19,Yes,No Offer,7,3,3729,35,0
Female,50,No,No,0,Carlotta,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),20.85,10.25,22,No,0,No,Offer D,0,5,3171,67,0
Male,48,No,Yes,2,Sacramento,No,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Bank transfer (automatic),44.25,0.0,52,No,19,Yes,No Offer,9,3,6340,30,0
Female,50,No,No,0,Eldridge,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),73.5,3.84,1,No,2,Yes,No Offer,0,2,4378,74,1
Female,60,No,No,0,Torrance,No,Yes,No,No,No,No,No,No,DSL,One Year,No,Mailed check,30.15,0.0,32,No,18,Yes,Offer C,0,4,3585,60,0
Female,51,No,No,0,Visalia,Yes,No,Yes,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,48.6,7.99,1,No,11,Yes,Offer E,0,5,3704,24,0
Female,54,No,No,0,San Diego,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.5,8.56,1,No,0,No,No Offer,0,5,4454,54,0
Female,40,No,Yes,3,Marysville,No,Yes,Yes,No,Yes,No,No,No,Cable,Month-to-Month,No,Credit card (automatic),38.85,0.0,26,No,23,No,Offer C,4,4,3970,43,0
Female,37,No,No,0,Bakersfield,Yes,Yes,Yes,Yes,Yes,No,No,No,Cable,Two Year,No,Bank transfer (automatic),67.4,20.45,49,No,23,Yes,No Offer,0,3,5075,66,0
Female,75,Yes,Yes,2,Hawthorne,No,No,Yes,No,No,No,No,No,DSL,One Year,No,Bank transfer (automatic),29.9,0.0,48,No,19,Yes,No Offer,0,5,2617,49,0
Male,22,No,No,0,Fresno,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),65.6,8.6,5,No,59,Yes,No Offer,0,4,5636,65,0
Male,54,No,No,0,Seal Beach,Yes,No,Yes,No,No,No,No,No,Fiber Optic,One Year,No,Credit card (automatic),81.4,36.93,39,Yes,12,Yes,Offer C,0,4,4104,22,0
